date,BMO.TO,BNS.TO,CADUSD=X,CL=F,CM.TO,GC=F,NA.TO,RY.TO,TD.TO,XFN.TO,XIU.TO,ZEB.TO,^DJI,^GSPC,^GSPTSE,^IXIC,^VIX
2020-10-05,60.87614059448242,40.74500274658203,0.7523888349533081,39.220001220703125,38.576316833496094,1912.5,55.19012069702149,76.74227142333984,49.1550407409668,28.23120880126953,20.92287254333496,20.272294998168945,28148.640625,3408.60009765625,16410.19921875,11332.490234375,27.959999084472656
2020-10-06,62.36605072021485,40.854530334472656,0.7543184757232666,40.66999816894531,38.71730422973633,1901.0999755859375,54.37050247192383,76.83869934082031,49.00017166137695,28.256006240844727,20.695268630981445,20.312030792236328,27772.759765625,3360.969970703125,16236.099609375,11154.599609375,29.479999542236328
2020-10-07,63.41362380981445,41.38027572631836,0.7506775259971619,39.95000076293945,38.93833541870117,1883.5999755859375,54.7924690246582,78.46961975097656,49.100833892822266,28.652925491333008,20.973451614379883,20.542478561401367,28303.4609375,3419.43994140625,16428.30078125,11364.599609375,28.059999465942383
2020-10-08,63.79386520385742,41.431392669677734,0.7542729377746582,41.189998626708984,39.05646133422851,1888.5999755859375,55.15765380859375,78.50175476074219,49.171417236328125,28.694290161132812,21.10832977294922,20.62195205688477,28425.509765625,3446.830078125,16534.5,11420.98046875,26.36000061035156
2020-10-09,63.460182189941406,41.20502853393555,0.7580294013023376,40.599998474121094,38.71730422973633,1919.5,54.98723220825195,78.21253204345703,48.253997802734375,28.487552642822266,21.099903106689453,20.46302032470703,28586.900390625,3477.139892578125,16562.80078125,11579.9404296875,25.0
2020-10-13,63.15756607055664,41.01517868041992,0.7626311182975769,40.20000076293945,38.328617095947266,1888.5,53.90794372558594,78.17235565185547,47.4228515625,28.206396102905273,21.01560401916504,20.288185119628903,28679.810546875,3511.929931640625,16510.80078125,11863.900390625,26.06999969482422
2020-10-14,62.80836868286133,40.78150177001953,0.7609307765960693,41.040000915527344,38.21428680419922,1901.300048828125,53.8592529296875,77.99562072753906,47.07000350952149,28.01619529724121,20.939733505249023,20.184885025024418,28514.0,3488.669921875,16455.400390625,11768.73046875,26.399999618530273
2020-10-15,62.86267852783203,40.97865295410156,0.7605372667312622,40.959999084472656,38.32098388671875,1903.199951171875,54.08647918701172,77.98756408691406,47.48557662963867,28.098888397216797,21.01560401916504,20.272294998168945,28494.19921875,3483.340087890625,16501.0,11713.8701171875,26.969999313354492
2020-10-16,62.847164154052734,41.02248001098633,0.7561379671096802,40.880001068115234,38.49248123168945,1900.800048828125,54.00532150268555,78.2044906616211,47.37580490112305,28.10715675354004,20.92287254333496,20.280242919921875,28606.310546875,3483.81005859375,16438.80078125,11671.5595703125,27.40999984741211
2020-10-19,61.908206939697266,40.715789794921875,0.7587656378746033,40.83000183105469,38.15713119506836,1906.4000244140625,53.92415618896485,77.2484359741211,46.53680038452149,27.842538833618164,20.728988647460938,20.089515686035156,28195.419921875,3426.919921875,16274.099609375,11478.8798828125,29.18000030517578
